bedrooms,bathrooms,floors,condition,sqft_lot,yr_built,price,Column
3,2,2,3,4700,1999,470000,
3,2,1,3,2720,1913,650000,
4,2,1,5,8684,1967,1216000000,
3,2,2,3,4534,1987,422120,
5,2,2,3,15085,2007,625000,
4,1,1,3,7740,1954,385200,
3,2,2,3,4964,1989,500000,
4,2,2,3,12243,1989,308000,
3,2,1,5,9966,1977,565000,
3,2,2,3,4438,2004,581000,
3,2,1,3,8698,1999,361000,
3,1,1,4,7210,1964,345000,
2,2,2,3,1253,2008,419000,
3,2,2,3,4308,2004,347000,
4,2,2,3,36085,1989,625000,
3,3,2,3,17852,2014,379000,
3,1,2,3,3323,1988,310000,
2,2,1,4,5500,1941,250000,
5,2,2,3,5000,2005,682000,
3,2,1,3,8919,1992,246500,
3,1,1,4,57381,1932,325000,
4,2,2,3,4997,2004,310950,
3,1,1,4,7200,1954,287500,
3,1,1,4,7200,1954,431000,
3,1,1,3,5000,1968,226000,
3,1,1,5,3090,1926,825000,
4,1,1,3,6030,1947,175000,
3,1,1,3,10350,1959,465750,
4,2,2,3,24931,1983,659000,
3,1,1,3,5753,1941,595000,
3,2,2,4,16290,1987,350000,
4,2,1,4,8600,1975,270000,
6,2,1,3,25600,1957,662500,
3,1,1,4,14000,1939,249900,
3,1,1,4,11340,1977,324500,
2,1,1,3,4003,2004,430000,
2,1,1,3,4003,2004,419950,
4,1,1,4,7440,1962,285000,
4,2,2,3,7780,2002,332000,
4,1,1,3,10725,1956,282000,
3,1,1,3,5175,1987,320000,
3,1,1,4,30736,1911,428750,
3,2,2,3,35287,1977,330000,
4,3,3,3,2309,2008,456500,
3,2,1,4,11050,1972,352000,
4,2,1,4,4080,1912,664000,
3,1,1,3,11894,1987,628000,
3,1,1,3,12555,1977,512000,
3,2,1,4,9000,1969,254000,
4,2,2,3,5790,1994,535800,
3,1,1,4,16050,1960,287653,
3,2,2,3,1304,2006,438000,
4,1,1,3,23899,1949,450000,
5,2,2,3,8050,1998,327000,
4,2,2,3,6120,2005,370500,
3,2,2,3,6271,1993,265000,
4,2,1,4,13260,1979,450000,
3,1,1,5,213444,1988,425000,
3,1,1,4,8690,1977,166600,
1,1,1,3,15000,1963,245000,
3,1,1,3,5212,1951,565000,
3,1,1,3,10150,1976,539900,
3,3,2,3,3200,2010,910000,
4,2,2,3,7416,1990,280000,
3,2,2,4,8549,1989,275000,
3,2,2,3,6590,2001,467000,
3,2,2,3,4445,1996,457500,
2,1,1,4,3090,1908,381156,
5,2,1,4,8240,1977,289999,
3,1,1,3,4160,1919,642450,
3,2,1,3,8701,1962,469950,
3,2,1,5,13650,1975,795000,
4,2,2,3,10514,1984,785000,
3,2,2,3,12095,1983,860000,
1,1,3,3,4764,1990,1095000000,
3,1,1,3,8498,1959,147500,
3,2,1,3,11576,1978,390000,
3,1,1,3,8100,1954,229000,
3,1,1,3,8100,1932,185000,
3,1,1,3,9570,1941,414900,
4,2,1,2,4822,1914,200000,
4,2,1,3,9350,1969,225000,
3,1,2,5,4000,1924,720000,
4,2,2,5,4000,1908,930000,
5,3,2,4,3118,1928,700000,
2,1,3,3,1058,2005,466000,
3,1,1,3,10640,1976,374000,
3,2,2,4,10035,1994,480000,
3,2,2,3,25341,1995,740000,
4,2,2,3,5000,2002,395000,
2,1,1,3,6771,1954,340000,
3,2,2,3,1340,2003,209000,
5,2,1,3,7700,1962,431650,
5,2,1,4,11470,1971,980000,
3,2,2,3,28243,1993,660000,
4,2,2,4,9009,1977,730000,
3,1,1,4,9600,1988,291500,
4,3,2,3,14486,1997,905000,
4,2,1,3,50308,1993,800000,
4,3,1,3,13592,2013,839900,
1,1,2,3,1157,2007,200000,
3,2,1,4,6698,1979,300000,
3,1,1,5,6041,1942,530000,
3,2,2,3,8479,1995,314950,
3,1,1,5,9315,1960,255000,
5,2,1,5,5720,1950,550000,
3,1,1,4,4800,1917,435000,
3,1,1,4,8738,1966,234000,
4,2,1,3,10062,1975,615000,
3,2,1,3,8384,1985,205000,
4,1,1,4,7135,1955,384000,
3,2,2,3,7208,1994,324000,
3,1,1,4,5500,1946,645000,
3,3,2,3,1777,2007,570000,
3,2,2,3,5322,1999,324000,
2,1,1,3,10320,1943,270000,
5,1,1,5,7700,1962,290000,
3,2,1,3,9220,1965,250000,
3,1,2,3,16275,1990,342000,
3,1,1,4,8450,1958,255000,
3,2,1,4,11824,1972,800000,
3,1,1,3,4049,1926,451000,
4,2,1,3,10480,1967,990000,
4,2,1,4,6687,1983,288400,
3,1,2,3,4600,1920,420000,
2,2,2,3,1140,2009,359000,
4,3,1,3,262018,1988,390000,
3,2,2,3,2614,2005,300000,
5,2,1,3,7863,1981,545000,
3,1,1,4,18616,1972,288349,
3,2,1,3,35026,1985,299900,
4,2,1,5,5000,1925,891000,
4,2,2,3,4650,2004,378000,
2,1,1,4,7200,1951,299995,
3,2,1,3,6564,1994,253000,
3,2,1,3,47916,1979,350000,
4,3,1,3,4300,1900,565000,
2,1,1,4,5665,1908,315000,
4,3,1,5,6766,1915,570000,
5,3,2,3,10140,2005,971000,
5,2,1,5,5589,1910,915000,
4,1,1,4,23568,1950,419000,
4,1,1,3,7480,1977,260000,
3,3,2,3,12968,1990,13215000000,
3,1,1,3,10720,1977,369950,
3,2,2,3,13384,1994,10299000000,
5,1,1,3,6750,1929,435000,
3,1,1,3,6743,1958,601000,
3,1,1,3,10650,1963,460500,
3,2,3,3,1159,2000,720000,
4,2,2,3,13202,1996,851000,
4,3,2,3,5000,1916,550000,
4,1,1,3,4560,1920,700000,
3,1,1,4,14850,1963,323000,
3,1,1,5,8581,1944,345500,
4,1,1,3,7920,1959,378000,
4,2,3,5,5000,1917,650000,
3,2,1,3,7380,1982,385000,
2,1,1,3,2970,1910,425000,
4,2,1,5,6174,1920,210000,
4,2,2,3,43101,1993,630000,
3,1,1,3,7500,1953,335000,
3,1,1,3,9000,1966,196500,
4,2,1,3,7636,1986,582800,
3,1,1,3,7207,1983,440000,
4,2,2,4,8616,1974,752500,
3,1,2,4,5000,1909,532500,
3,1,1,4,9000,1950,265000,
3,1,1,4,13737,1961,397500,
3,2,2,3,3469,1999,524250,
4,2,2,3,10819,1996,765000,
4,2,2,3,5450,2001,648000,
5,2,1,4,24759,1969,469500,
3,1,1,4,7854,1975,237500,
3,1,1,4,8712,1956,216000,
3,1,1,4,8400,1963,427200,
3,2,1,4,7800,1977,280000,
5,3,1,4,9804,1968,718000,
2,2,2,3,4139,2010,420000,
2,1,1,3,5400,1952,379000,
2,1,1,3,7683,1942,326100,
3,2,3,3,1016,2003,535000,
4,2,1,3,8560,1992,283000,
3,1,1,3,7469,1940,260000,
4,1,1,4,6388,1951,399000,
3,2,2,3,5004,1987,484950,
4,1,1,4,9828,1960,640000,
4,2,1,4,8158,1952,585000,
4,2,1,3,11583,1955,645000,
3,2,1,3,7651,1988,253000,
2,1,1,3,6460,1953,178500,
4,2,2,4,6325,1991,291000,
2,2,1,3,20917,1920,199950,
2,1,1,3,2340,1922,553500,
2,1,1,3,4188,1981,189950,
3,2,1,3,9550,1988,289000,
4,2,2,3,4590,1908,700000,
3,2,1,3,8853,1967,270000,
4,1,1,3,8320,1977,258000,
3,2,2,3,7214,2005,530000,
3,2,2,3,3677,2012,245000,
3,2,1,4,5000,1917,563000,
3,2,2,3,4203,2001,515000,
4,2,2,3,7091,1987,325000,
3,2,2,3,217800,1996,540000,
2,1,1,4,5000,1949,280300,
4,1,1,5,5500,1926,460000,
3,1,1,4,8970,1981,475000,
4,2,1,4,44431,1957,900000,
4,3,1,4,7260,1964,538200,
2,1,1,3,3600,1922,429000,
3,1,1,3,5411,1980,164808,
4,2,2,3,7700,1977,520000,
3,1,1,3,8432,1977,475000,
4,1,1,5,47045,1942,283000,
4,2,2,3,6228,2000,321500,
4,2,2,4,21810,1993,840000,
3,2,2,4,6000,1992,287000,
3,1,1,3,8106,1962,375000,
3,1,1,4,7128,1969,349500,
3,1,1,5,7749,1960,446450,
4,2,2,4,9643,1992,315000,
2,1,1,2,5340,1906,271310,
4,1,1,4,8400,1953,315000,
3,1,1,4,6930,1990,245000,
2,1,1,3,5484,1947,543115,
4,2,1,3,8190,1945,900000,
2,2,1,3,6045,2003,554000,
3,1,1,5,12522,1950,249900,
3,2,2,4,54160,1981,768000,
4,3,1,3,5854,1967,980000,
5,2,1,3,9600,1962,395000,
3,1,2,3,2200,1995,415000,
4,2,2,3,6921,2003,380000,
3,2,2,3,5259,1999,566000,
2,1,1,4,8961,1949,218500,
4,2,1,4,10500,1976,550000,
3,1,1,3,3000,1920,512031,
2,1,1,3,8860,1950,197500,
3,2,1,3,8784,1977,470000,
3,1,1,3,242629,1981,590000,
4,2,1,4,8862,1977,465000,
2,1,1,4,114562,1968,499000,
3,2,1,3,11500,1972,515000,
3,1,1,3,5000,1936,716500,
3,2,1,3,4250,1944,410000,
4,3,2,3,6500,1994,850000,
4,2,2,3,13435,1992,648000,
4,2,1,4,5350,1929,620000,
4,4,2,3,84267,2008,935000,
3,1,1,4,10320,1963,379000,
3,1,1,3,5375,1952,699000,
4,2,1,3,8005,1960,528000,
3,1,1,4,9452,1974,425000,
2,1,1,4,8645,1963,249500,
5,3,2,3,6642,2014,103548000000,
4,2,1,4,11900,1961,790000,
3,1,1,3,18050,1969,399950,
3,1,1,3,9000,1953,275000,
3,1,1,3,2500,1912,550000,
1,1,1,4,6890,1926,140000,
3,1,1,3,6250,1954,250000,
3,2,2,3,8909,1988,318000,
2,1,1,3,57000,1962,505000,
5,2,1,3,9248,1966,470500,
3,1,1,3,9206,1954,360000,
4,2,1,4,8500,1962,12425000000,
3,2,1,4,16080,1964,986000,
2,1,1,3,4228,1906,515000,
3,1,1,4,41900,1939,320000,
4,3,1,5,7426,1951,310000,
2,1,1,4,5000,1942,356700,
4,1,1,3,5595,1956,775000,
3,1,1,3,7541,1951,325000,
4,2,1,3,8677,1962,208000,
2,1,1,4,12775,1908,825000,
3,2,1,3,11254,1990,515000,
3,1,1,4,3400,1929,490000,
4,3,1,3,28300,1954,675000,
4,2,1,5,4080,1962,360000,
4,2,1,5,4080,1962,550000,
3,1,1,3,9000,1962,225000,
3,2,1,4,9360,1967,500000,
4,2,1,4,11700,1969,385000,
5,2,2,3,12611,1994,837700,
3,2,2,3,3056,2003,448000,
5,1,1,4,21357,1952,730000,
4,1,1,3,7140,1954,575000,
3,1,1,4,7300,1976,430000,
3,2,2,3,3987,2002,435000,
3,1,1,4,9611,1973,241000,
2,1,1,4,1760,1924,453500,
2,1,3,3,1380,2001,285000,
2,1,1,4,4222,1942,151000,
5,2,2,3,2400,1905,631000,
2,2,2,3,1073,2011,285000,
3,1,1,4,8378,1959,195000,
4,2,2,4,35679,1987,817500,
3,2,1,4,12825,1960,550000,
4,2,2,4,8281,1995,1127000000,
2,2,3,3,1369,2002,609850,
3,1,1,3,4380,1947,200000,
4,2,2,3,6219,2006,367000,
3,2,2,3,8375,1988,285167,
2,1,1,4,32175,1947,275000,
4,2,2,3,12843,1992,350900,
4,3,2,5,9273,1988,660000,
3,1,1,4,8835,1957,525000,
4,2,2,3,7800,1997,262000,
2,1,1,4,4560,1907,690000,
5,3,2,3,14648,2005,624000,
3,1,1,4,7740,1947,353000,
4,3,2,3,10400,2002,552500,
4,1,1,4,8355,1983,224500,
3,1,1,3,8571,1950,239000,
5,4,2,3,12250,2004,975000,
3,1,1,3,4000,1910,505000,
4,1,1,4,7865,1963,302000,
3,1,1,3,5670,1944,170000,
2,1,1,4,27007,1910,195000,
5,1,1,4,6300,1959,272000,
5,1,1,4,6300,1959,369000,
3,1,1,3,6332,1953,332500,
3,2,1,4,8250,1963,515000,
3,1,1,3,4250,1967,269000,
4,4,1,4,17832,1994,1278000000,
3,2,2,3,4100,1985,303000,
7,3,1,3,8624,1977,420000,
3,1,1,3,4100,1941,400000,
3,1,1,5,8437,1987,225000,
2,2,2,3,2550,2004,219000,
3,2,2,3,9487,1989,605000,
4,2,1,5,6867,1942,625000,
5,2,1,3,3240,1906,380000,
4,2,1,4,7700,1962,620000,
4,2,2,3,10970,1994,687500,
4,2,1,5,7950,1962,225500,
3,2,1,5,6000,1956,252500,
3,2,2,3,3658,1994,510000,
4,2,2,3,5203,2003,510000,
3,2,1,5,4000,1906,725000,
1,1,1,3,43377,1966,75000,
2,1,1,3,2970,1927,492000,
4,2,1,4,14196,1977,425000,
4,2,1,4,7898,1963,1955000000,
3,2,2,3,6162,1994,298900,
4,2,2,4,40319,1987,699000,
2,1,1,4,3000,1918,310000,
3,1,1,3,8580,1961,350000,
4,1,1,3,10061,1961,790000,
4,2,2,3,5000,2003,305000,
3,2,2,3,2865,2003,315000,
5,3,2,5,6600,1977,267500,
6,3,2,3,8620,1987,435000,
6,4,1,4,7500,1966,482500,
5,5,2,3,45517,1999,51108000000,
3,1,1,4,8400,1959,439995,
3,3,1,3,7500,1967,460000,
3,1,1,4,6440,1971,194000,
2,1,1,4,8313,1943,290000,
4,2,1,5,9600,1963,274700,
4,2,2,5,3672,1910,900000,
3,2,2,3,3667,2008,605000,
3,2,2,3,3850,2004,359000,
3,1,1,3,9900,1951,850000,
3,2,2,3,2500,2002,505000,
3,2,2,3,7394,1990,565000,
2,1,1,4,7110,1955,585000,
4,3,2,3,7500,1990,328000,
4,2,1,3,18700,1957,749950,
4,2,2,3,7140,2006,826000,
3,1,1,4,40259,1977,535000,
4,2,2,4,101930,1991,925000,
3,3,2,3,6000,2001,875000,
4,2,1,5,9200,1976,902000,
3,1,1,3,13900,1951,423000,
3,1,1,4,11100,1968,235000,
2,2,1,4,14057,1980,545000,
2,1,1,3,7560,1961,343000,
3,2,2,3,2930,2002,334950,
3,1,1,3,5355,1956,405000,
4,1,1,3,8250,1959,220000,
2,1,1,3,8100,1947,173000,
3,1,1,3,3600,1906,655000,
2,1,1,3,3000,1924,406000,
6,2,1,3,8320,1961,632000,
5,2,1,3,4000,1990,357000,
3,1,1,3,17585,1964,361000,
2,1,1,3,8149,1948,277000,
4,3,1,4,40202,1980,630000,
3,2,2,3,4597,2003,254000,
3,2,1,3,8400,1961,472800,
3,1,1,3,3800,1913,263000,
3,1,1,3,3800,1913,510000,
3,1,1,4,10125,1952,179950,
4,2,1,3,7307,1973,525000,
3,2,3,3,889,2008,479000,
3,2,1,5,6440,1940,651000,
4,1,1,4,7834,1958,949000,
5,2,1,3,27951,1942,392400,
4,1,1,4,5356,1950,585000,
4,2,2,3,7504,2004,460000,
3,1,1,3,4400,1951,470000,
3,2,2,3,4271,2003,245000,
4,2,2,4,27631,1978,500000,
3,2,2,3,8653,1989,455000,
4,2,2,3,3974,1999,485500,
5,3,2,3,7920,1921,1875000000,
2,1,1,3,17334,1978,100000,
3,1,1,3,16105,1982,307000,
4,3,2,3,14401,1994,475000,
4,2,1,3,7210,1972,330000,
3,1,1,4,7520,1960,130000,
3,2,2,3,7417,1998,320000,
4,2,2,3,6180,2013,735000,
4,2,1,3,9600,1972,365000,
3,1,1,4,11935,1968,234000,
4,2,1,3,8288,1970,211000,
6,3,2,3,6320,1969,680000,
4,3,2,3,7845,2002,457000,
3,2,2,3,7261,1989,349000,
3,2,1,3,6840,1979,360000,
4,2,2,3,10155,1998,350000,
3,1,1,5,7420,1960,208000,
2,1,1,4,11234,1942,250275,
2,1,1,4,11234,1942,435000,
3,1,1,3,7763,1984,270000,
3,1,1,4,12940,1961,438000,
4,2,2,3,23625,1938,659000,
4,2,1,4,6350,1974,645000,
4,2,2,3,5423,1999,685100,
7,3,1,3,9569,1963,350000,
2,1,1,3,81892,1955,375000,
3,1,1,2,81549,1966,170000,
4,2,3,3,3841,2005,880000,
4,2,2,3,5000,2008,410500,
4,2,2,3,13609,1996,780000,
5,4,2,3,4426,2001,1225000000,
2,1,1,3,6852,2005,449000,
3,1,1,4,5000,1921,546000,
3,2,1,5,11410,1977,317000,
3,1,1,4,7566,1958,276900,
5,2,1,3,7030,1965,399000,
5,2,1,4,10165,1976,495000,
3,1,1,4,9000,1978,258000,
2,2,1,4,102366,1912,600000,
3,2,3,3,881,1999,265000,
5,2,1,4,7000,1978,321000,
5,2,1,4,4000,1910,682000,
4,2,2,3,5805,2000,295700,
4,2,2,3,37981,1985,609000,
3,4,2,3,47044,1968,995000,
3,2,2,4,11817,1986,530000,
5,2,2,5,5150,1907,614000,
3,2,1,3,21780,1986,390000,
3,2,2,3,6642,2004,467000,
6,2,1,3,13501,1980,484000,
3,2,3,3,1115,2003,340000,
3,2,2,3,7201,1994,302495,
3,1,1,5,3360,1927,532500,
3,2,2,3,9592,1993,441500,
4,2,1,4,8062,1967,470000,
3,2,1,3,99752,1996,590000,
3,1,1,3,12000,1942,320000,
2,2,2,3,1201,2009,363000,
4,2,2,4,18600,1977,747500,
2,2,2,3,7957,2003,750000,
4,3,2,4,4000,1982,831000,
3,2,2,3,4125,2004,403000,
3,2,2,3,4565,2005,445000,
3,1,1,4,17380,1970,345000,
3,2,1,3,8925,1977,371025,
2,1,1,3,6250,1916,355000,
3,1,1,4,14110,1972,270000,
4,2,2,4,15349,1957,425000,
3,1,1,3,7875,1967,364808,
3,2,1,3,6561,1981,320000,
4,2,2,3,5797,2006,325000,
3,2,2,3,10290,1984,350000,
3,1,1,3,10176,1947,170000,
2,1,1,4,28717,1984,255000,
3,1,1,3,7500,1947,550000,
4,4,2,3,25714,2005,835000,
3,1,1,4,5120,1946,420000,
4,2,2,5,7350,1958,925000,
2,1,1,3,4080,1956,389250,
3,2,1,3,10183,2004,748000,
3,1,1,3,9600,1988,284000,
4,2,1,3,5000,1950,588000,
3,1,1,4,8648,1963,372500,
4,3,2,4,7194,1988,285000,
3,1,1,3,9467,1954,360000,
3,1,1,4,17859,1930,275000,
2,2,1,3,4225,2003,428000,
6,2,2,3,17864,1969,847000,
3,1,1,4,7838,1977,316000,
3,2,2,3,7205,2000,375000,
3,1,1,3,4080,1967,533000,
5,2,2,3,16905,1991,556000,
4,2,1,3,14120,1966,225000,
4,2,1,4,9530,1978,537250,
3,1,1,4,13650,1967,255000,
4,2,2,3,4836,2006,530000,
3,2,2,3,31238,1996,595000,
4,2,1,4,8880,1958,548000,
3,1,1,3,8073,1980,234975,
3,1,2,3,1325,2005,600000,
4,1,1,4,12528,1967,432000,
3,1,2,3,6657,1986,455000,
3,1,1,3,11234,1965,279950,
3,1,1,4,9072,1963,267500,
4,2,2,3,220308,2000,620000,
2,1,1,2,7590,1943,110000,
3,3,2,4,1846,2009,625000,
2,1,1,3,7000,1952,389000,
4,2,2,4,133729,1977,788500,
5,2,1,3,6936,1974,567000,
2,2,1,3,15000,1987,515000,
4,2,1,5,11870,1968,605000,
4,3,2,3,4800,1936,430000,
2,1,1,3,6000,1920,805000,
3,2,2,3,4556,1999,567500,
3,1,1,5,3870,1916,647500,
2,1,2,4,2530,1903,495000,
4,2,2,3,5000,2006,825000,
4,2,2,4,7506,1987,435000,
3,1,1,5,7800,1968,445950,
5,2,2,3,10257,1993,960000,
4,3,1,5,3600,1929,780000,
3,2,1,4,9000,1969,274500,
5,3,1,4,5167,1909,729953,
3,1,2,3,890,2008,464950,
4,1,1,3,18800,1959,620000,
4,3,2,3,5600,2005,735000,
4,2,1,3,9565,1959,450000,
4,1,1,3,4676,1916,450000,
4,2,2,4,5298,1902,842500,
3,2,1,3,79714,1979,360000,
3,2,2,3,100545,1998,585000,
3,2,1,4,7923,1977,461000,
2,1,1,3,4494,1949,345000,
3,2,1,3,10302,1970,1075000000,
4,2,2,3,8391,1988,643000,
4,2,2,3,8307,1990,690000,
4,1,1,3,11111,1949,282000,
3,1,1,4,6130,1951,549000,
3,2,2,4,6000,1926,815000,
3,2,2,4,11424,1984,700000,
3,2,2,3,10360,1992,933399,
3,1,1,3,11250,1967,290000,
4,1,1,5,9300,1979,372000,
2,1,1,4,2890,1920,450000,
3,2,2,3,5700,2010,303700,
4,2,2,4,10049,1989,672000,
4,1,1,3,9360,1970,334000,
2,1,1,3,5650,1944,260000,
3,1,1,4,5700,1941,749950,
4,2,2,4,122038,1984,330000,
5,3,2,3,2808,1960,830000,
3,2,1,3,13791,2006,1131000000,
3,1,1,4,7552,1948,320000,
2,1,1,5,15250,1920,260000,
3,2,1,5,11475,1945,225000,
1,1,1,3,6350,1939,279200,
4,3,2,3,10000,1942,520000,
3,2,2,4,8060,1987,505000,
3,1,1,4,8366,1975,234000,
4,2,2,3,5044,2005,503000,
4,2,1,4,8858,1979,606000,
3,1,1,4,6000,1937,433500,
3,1,1,3,10182,1951,250000,
3,2,2,4,9307,1984,719000,
3,2,1,4,14400,1959,381000,
3,2,2,3,4400,2007,267000,
1,1,1,5,14149,1962,275000,
4,2,2,3,7140,1993,651000,
2,1,1,3,5671,1949,439000,
2,1,1,4,5070,1955,325000,
2,1,1,3,6380,1938,490000,
4,2,2,3,6172,1999,519900,
4,2,2,3,35040,1984,545000,
4,4,2,3,20041,2003,10625000000,
4,1,1,4,8250,1955,542000,
4,1,2,4,21650,1961,465000,
2,2,1,3,3900,2006,408000,
4,2,2,3,5950,2000,292000,
3,1,1,3,10122,1994,253000,
2,1,1,5,4662,1942,280000,
3,2,2,3,41346,1986,658588,
4,2,1,4,8910,1969,635000,
4,2,2,3,8300,1978,439000,
3,2,2,3,3855,1999,300000,
3,1,1,4,13496,1960,345000,
4,2,2,3,8050,1978,283500,
2,1,1,3,4920,1911,425000,
3,1,1,3,8955,1974,685000,
3,2,2,3,12987,1983,750000,
4,1,1,3,8000,1960,245000,
6,3,1,3,6924,1962,585444,
4,2,2,3,7571,2009,706000,
4,2,1,3,9099,1944,445000,
3,2,1,3,6000,1990,241000,
2,2,2,3,7155,1957,1175000000,
3,1,1,4,5750,1927,530000,
3,1,1,3,12199,1948,350000,
3,1,1,3,9630,1968,389000,
4,2,2,4,6820,1945,799000,
2,1,1,5,8612,1947,340895,
4,2,2,3,10281,1996,780000,
2,1,1,3,73600,1993,350000,
3,2,2,3,4874,1999,470000,
4,3,2,3,80837,1985,914600,
4,2,2,3,4762,2005,354000,
5,2,1,4,6000,1920,470000,
3,2,1,5,5400,1927,715000,
2,1,1,4,4000,1950,265000,
4,3,2,5,20000,1936,2537000000,
3,1,1,3,4944,1950,640000,
4,1,2,4,18900,1929,290000,
5,4,1,3,35000,1976,480000,
3,2,1,5,5600,1954,535000,
3,1,1,5,12220,1965,907000,
3,1,1,4,7330,1974,459000,
3,2,1,3,21399,1950,1355000000,
3,1,1,3,11599,1967,264950,
3,1,1,1,3000,1900,352950,
3,2,1,4,13100,1974,491500,
4,3,2,3,37034,1989,1229000000,
3,1,1,4,9194,1952,369500,
3,2,2,3,6294,2004,566000,
3,2,1,4,7308,1968,290000,
3,1,1,3,5330,1969,180000,
2,1,1,4,6000,1944,215000,
2,1,1,4,6000,1944,302000,
3,1,1,3,7881,1986,352500,
4,2,1,4,5926,1942,235867,
3,2,2,3,11946,1978,500000,
3,2,2,3,4500,1995,382000,
5,2,1,3,2402,1930,515000,
1,1,1,3,2600,1919,250000,
3,2,1,4,5300,1939,672500,
3,2,2,3,13031,1989,755000,
3,1,2,3,2555,1910,707500,
4,2,1,4,3840,1924,459000,
3,1,1,3,10620,1959,140000,
2,1,1,3,4284,1905,495000,
3,3,2,3,5283,2007,757000,
3,3,2,3,5283,2007,765000,
4,1,1,4,6052,1955,359000,
3,1,1,3,7500,1900,440000,
4,1,1,3,7200,1965,400000,
3,2,1,4,4080,1941,652000,
3,1,1,3,5850,1980,260000,
5,3,1,3,10796,1964,1328000000,
4,2,1,3,17859,1964,519500,
3,1,1,4,5992,1928,650000,
4,2,2,3,8075,1978,280000,
4,1,1,4,7980,1965,515000,
3,2,2,3,2692,1986,400000,
3,2,2,3,5017,2003,652100,
6,3,2,3,7956,1980,235000,
4,1,2,3,10080,1907,701000,
4,2,2,3,9594,1997,640000,
3,2,2,3,4584,2002,455800,
3,2,2,3,21937,1993,504750,
3,3,2,3,15540,1992,483000,
3,1,1,5,20412,1950,530000,
2,1,1,3,8786,1956,250000,
5,2,1,3,5885,1994,229950,
4,3,2,3,9414,2001,884744,
3,1,1,3,9964,1977,514000,
3,2,1,4,35015,1977,532000,
4,2,2,3,5539,2004,423000,
2,1,1,5,4025,1922,420000,
3,1,1,3,18250,1988,521000,
4,2,2,3,7490,1979,577000,
3,1,1,3,8040,1956,425000,
4,2,2,3,4862,2004,495000,
3,2,2,3,8577,1987,340000,
3,3,2,3,1991,2014,499950,
4,3,2,3,4750,2014,1218000000,
4,2,1,5,7634,1977,720000,
3,1,1,3,8247,1970,249000,
3,1,1,4,11070,1978,206135,
5,2,2,4,9276,1968,300000,
6,3,1,3,14040,1949,612000,
5,2,2,3,27311,1950,110203000000,
4,2,1,4,9100,1970,230000,
3,1,1,3,4600,1936,850000,
4,2,1,4,7000,1979,355000,
4,2,2,3,7253,1990,442000,
4,3,2,3,5000,2001,399000,
4,2,2,3,7115,1999,360000,
3,1,1,3,7725,1978,390000,
5,2,1,3,8711,1977,413000,
2,1,1,3,9500,1951,190000,
3,2,2,3,9226,1998,432900,
3,2,2,3,7741,1986,621138,
3,2,1,3,4252,2003,270000,
4,2,1,3,35040,1980,610000,
3,2,1,5,5525,1941,500000,
4,2,1,5,40635,1968,715000,
3,1,1,4,14821,1958,264000,
3,1,1,3,3200,1901,550000,
3,2,1,3,9087,1997,337000,
3,1,1,4,8710,1962,170000,
4,2,1,4,9095,1972,405000,
4,2,1,3,28563,1984,775000,
3,2,1,4,7475,1983,425000,
5,2,2,4,9242,1967,713000,
5,2,1,3,8712,1966,555000,
4,2,2,3,5608,2003,810000,
3,3,2,5,6150,1908,819000,
3,2,2,3,1200,2013,409900,
2,2,2,5,2067,1974,935000,
4,1,1,4,7560,1947,657500,
6,3,2,3,6105,2008,900000,
5,3,2,3,7095,1998,932800,
3,2,1,4,9000,1977,391000,
4,2,2,3,9825,2000,420000,
3,1,1,5,16800,1956,415000,
3,1,1,3,9425,1946,350000,
2,1,2,4,1820,1948,375000,
3,1,1,5,14135,1947,860000,
4,2,1,4,8872,1961,495000,
4,2,1,3,8400,1962,250000,
4,2,1,4,21312,1968,365000,
3,2,1,5,6760,1980,503000,
2,1,1,4,7200,1944,150000,
4,1,1,4,1480,1912,450000,
4,3,2,3,7213,2001,355000,
3,2,2,4,9333,1972,245000,
3,2,1,4,7793,1992,265900,
4,2,1,3,7575,1975,299000,
4,2,2,4,11523,1968,957500,
3,1,1,4,7250,1972,343000,
3,2,2,3,7364,1994,307500,
5,3,2,3,14599,2004,937500,
3,3,1,4,45302,1976,610000,
3,1,1,3,7080,1952,720000,
4,2,1,5,2620,1919,610000,
3,1,1,4,7965,1967,434500,
2,2,1,4,47044,1979,602500,
4,2,2,3,4000,2002,607010,
3,1,1,3,5750,1947,610000,
4,2,2,3,35000,1983,828500,
3,1,1,3,8560,1961,199990,
3,1,1,3,9362,1987,294000,
4,2,2,3,6100,2005,789500,
3,3,2,3,9473,2008,797000,
5,3,2,3,5250,2006,539950,
4,1,1,4,6778,1962,284950,
4,1,1,3,10372,1965,776500,
4,2,1,3,10070,1967,525000,
3,2,2,3,4957,1999,303000,
3,3,2,3,7650,1988,722080,
3,1,1,3,7473,1959,140000,
3,1,1,3,7473,1959,235000,
3,1,1,3,5500,1903,440000,
3,1,1,4,6000,1940,605000,
2,1,1,3,4800,1950,380000,
4,1,1,3,8890,1925,352000,
4,2,1,4,12000,1979,420000,
4,2,2,4,7220,1930,1175000000,
3,1,1,4,10572,1953,1375000000,
3,1,1,4,14750,1933,300000,
2,1,1,5,4189,1951,453500,
3,2,1,4,7598,1972,443500,
2,1,1,3,8138,1954,332000,
3,2,2,3,4721,2004,655000,
4,1,1,3,6000,1950,475000,
3,1,1,3,12956,1988,372500,
3,1,1,5,4200,1945,500000,
