bedrooms,bathrooms,floors,waterfront,condition,grade,sqft_lot,yr_built,price
3,2,1,1,4,8,55867,1957,3.07e+006
3,1,1,0,3,6,6000,1943,495000
4,3,2,0,3,8,3330,2001,748000
3,1,1,0,4,7,8710,1953,888000
3,1,1,0,3,7,22267,1986,269900
4,2,1,0,3,7,14440,1967,496500
3,2,2,0,3,7,5097,1969,475000
3,1,3,0,3,7,1374,2004,312000
3,1,1,0,3,7,12231,1976,323000
3,1,1,0,3,7,9079,1986,331000
3,1,3,0,3,8,1086,2007,306000
4,2,3,0,3,8,4000,2002,655000
3,1,1,0,4,8,15954,1959,290000
4,3,2,0,5,9,5000,1965,1.25e+006
3,1,1,0,4,7,4708,1949,460000
4,2,1,0,4,7,6380,1940,435000
4,2,1,0,5,8,11880,1978,664000
4,1,2,0,4,8,4180,1921,865000
3,1,1,0,3,8,18000,1968,385000
3,2,1,0,3,7,9315,1975,497000
2,1,1,0,4,7,3000,1925,280000
2,1,1,0,3,6,17487,1924,188000
3,1,1,0,3,8,4755,1969,478500
4,3,2,0,3,11,18361,2001,1145000000
3,2,1,0,4,7,7187,1981,222000
4,3,2,0,3,8,209523,1984,799000
4,2,2,0,3,10,7399,2006,609900
4,3,2,0,4,7,5809,1995,413000
4,1,1,0,3,7,4875,1930,400000
5,2,2,0,3,9,6768,2014,802541
3,2,2,0,3,8,7757,1990,320000
4,2,2,0,3,7,7649,2006,507000
3,1,1,0,3,6,8329,1946,387500
3,1,1,0,3,7,12616,1967,396000
3,1,1,0,3,8,11788,1958,373000
5,2,2,0,5,10,19252,1965,14849000000
4,2,2,0,3,8,7698,1983,359900
2,1,1,0,3,6,4342,1927,410000
4,2,2,0,3,9,23488,1992,690000
3,2,1,0,3,7,5760,1985,245000
5,2,1,0,5,8,25958,1979,700000
4,1,1,0,3,7,9966,1977,268000
3,1,1,0,3,7,26055,1979,225000
4,2,2,0,3,8,11034,1976,980000
2,1,1,0,3,5,5000,1905,795000
2,1,1,0,3,6,5100,1953,195000
4,2,1,0,2,6,10575,1950,480000
4,2,1,0,3,7,3600,1900,485000
2,1,1,0,3,5,9000,1928,130000
2,1,1,0,4,6,5703,1946,325000
3,1,1,0,4,7,7245,1984,440000
4,1,1,0,3,8,14782,1958,550000
3,1,1,0,5,6,7150,1967,310000
3,2,2,0,4,9,39478,1989,530000
4,2,2,0,3,8,8548,1993,390000
3,1,1,0,4,7,12125,1981,243000
4,2,2,0,3,9,9875,1990,639000
4,1,1,0,4,7,7400,1969,215000
5,1,1,0,3,7,10500,1961,405000
4,1,1,0,5,7,7140,1968,250000
3,1,1,0,5,7,8108,1954,405500
6,2,2,0,3,7,13579,1937,452000
6,2,2,0,3,7,13579,1937,730000
3,2,1,0,3,7,9644,1994,267000
3,2,2,0,3,7,6186,2002,289950
2,1,1,0,5,7,4080,1911,565000
4,3,2,0,4,12,51836,1988,1578000000
3,2,2,0,3,8,2770,2007,636000
5,3,1,0,3,8,5500,2004,350000
3,1,1,0,5,7,9380,1978,320000
2,1,1,0,4,8,5680,1978,210000
2,1,1,0,3,7,5900,1950,245000
3,1,1,0,3,7,7650,1983,328000
4,2,2,0,3,11,37769,1989,985000
3,1,1,0,5,8,7972,1976,501000
3,2,2,0,3,7,17424,1992,315000
3,2,2,0,3,8,8354,2012,403000
3,2,2,0,4,8,17950,1934,550000
4,2,2,0,3,9,3562,2012,347500
4,2,2,0,4,8,8893,1986,365000
3,1,1,0,4,8,8167,1951,588000
3,1,1,0,4,8,7400,1977,605000
3,3,2,0,4,9,5979,1937,1.3e+006
3,2,1,0,3,7,9177,1974,233000
4,2,2,0,3,8,17715,1997,360000
2,1,1,0,3,6,4887,1929,459000
3,2,1,0,4,9,72745,1995,740000
3,1,1,0,3,7,9750,1967,305000
3,1,1,0,3,6,4000,1925,395000
4,2,2,0,3,8,6000,2000,560000
4,1,1,0,4,7,5070,1963,650000
3,2,2,0,3,7,4912,2003,449950
3,1,1,0,4,7,5200,1940,517500
4,1,1,0,3,7,6460,1970,435000
3,1,1,0,3,6,6908,1952,329999
3,1,1,0,5,8,4200,1960,950000
3,1,1,0,5,7,6001,1944,447000
2,2,1,0,3,8,6600,2010,699800
3,1,1,0,5,7,3850,1911,850000
3,1,1,0,3,7,14250,1979,316500
5,3,1,0,4,9,9612,1981,942500
2,2,2,0,3,10,3938,1991,1.31e+006
4,2,1,0,4,9,13430,1964,856600
5,1,2,0,4,8,4000,1918,405600
4,2,2,0,3,8,22594,1996,565000
3,2,2,0,3,8,1149,2008,400000
3,2,1,0,3,7,218252,1997,330000
4,2,2,0,3,7,4683,2005,374950
3,2,1,0,5,7,7939,1983,405300
3,2,2,0,3,8,31400,1984,560000
4,2,1,0,4,8,9864,1961,824000
3,1,1,0,5,7,10968,1984,260000
4,2,1,0,5,8,6099,1965,760000
3,2,2,0,3,10,12750,1995,405000
4,2,2,0,3,8,8625,1987,429900
3,1,1,0,4,7,7223,1961,341500
5,2,1,0,3,7,7642,1957,465250
2,2,1,0,3,7,3000,1912,450000
3,1,1,0,4,7,10800,1955,390000
3,2,1,0,4,8,8030,1963,420000
3,2,2,0,3,8,4838,2002,269950
4,2,1,0,3,7,2874,1910,493000
4,2,2,0,3,9,5880,1998,370000
5,4,1,0,5,10,9453,1905,2.25e+006
3,1,1,0,5,7,23680,1967,305000
3,1,1,0,5,6,8219,1938,400000
3,1,2,0,3,8,1221,2009,320000
4,1,2,0,4,7,4800,1911,715000
6,2,1,0,4,8,10003,1966,650000
5,1,1,0,4,8,8040,1966,218000
2,1,1,0,3,7,5400,1964,500000
4,2,1,0,4,7,40419,1984,460000
3,1,1,0,4,7,9887,1969,232500
3,2,2,0,4,7,5761,1990,408200
3,1,1,0,4,7,8400,1980,522000
4,2,2,0,3,9,11120,1982,675000
4,3,1,0,3,11,11000,1999,1355000000
4,1,1,0,3,6,7980,1952,249950
2,1,1,0,3,6,34133,1950,210000
4,1,1,0,3,7,7216,1947,429950
4,2,2,0,3,9,36276,1993,737500
4,2,1,0,5,8,9000,1958,710000
3,2,2,0,3,8,4700,1999,470000
4,3,1,0,4,12,40097,1993,1.1e+006
3,2,1,0,3,7,2720,1913,650000
4,2,1,0,5,9,8684,1967,1216000000
3,2,2,0,3,8,4534,1987,422120
5,2,2,0,3,9,15085,2007,625000
4,1,1,0,3,6,7740,1954,385200
3,2,2,0,3,8,4964,1989,500000
4,2,2,0,3,8,12243,1989,308000
3,2,1,0,5,8,9966,1977,565000
3,2,2,0,3,7,4438,2004,581000
3,2,1,0,3,8,8698,1999,361000
3,1,1,0,4,7,7210,1964,345000
2,2,2,0,3,8,1253,2008,419000
3,2,2,0,3,7,4308,2004,347000
4,2,2,0,3,9,36085,1989,625000
4,4,2,0,3,11,15188,1999,2.4e+006
3,3,2,0,3,8,17852,2014,379000
3,1,2,0,3,7,3323,1988,310000
2,2,1,0,4,6,5500,1941,250000
5,2,2,0,3,9,5000,2005,682000
3,2,1,0,3,7,8919,1992,246500
3,1,1,0,4,5,57381,1932,325000
4,2,2,0,3,8,4997,2004,310950
3,2,2,0,5,9,5000,1931,1.1e+006
3,1,1,0,4,7,7200,1954,287500
3,1,1,0,4,7,7200,1954,431000
3,1,1,0,3,6,5000,1968,226000
3,1,1,0,5,7,3090,1926,825000
4,1,1,0,3,6,6030,1947,175000
3,1,1,0,3,7,10350,1959,465750
4,2,2,0,3,8,24931,1983,659000
3,1,1,0,3,8,5753,1941,595000
3,2,2,0,4,8,16290,1987,350000
4,2,1,0,4,8,8600,1975,270000
6,2,1,0,3,7,25600,1957,662500
3,1,1,0,4,5,14000,1939,249900
3,1,1,0,4,7,11340,1977,324500
2,1,1,0,3,8,4003,2004,430000
2,1,1,0,3,8,4003,2004,419950
4,1,1,0,4,8,7440,1962,285000
4,2,2,0,3,8,7780,2002,332000
4,1,1,0,3,7,10725,1956,282000
3,1,1,0,3,7,5175,1987,320000
3,1,1,0,4,7,30736,1911,428750
3,2,2,0,3,8,35287,1977,330000
4,3,3,0,3,8,2309,2008,456500
3,2,1,0,4,8,11050,1972,352000
4,2,1,0,4,7,4080,1912,664000
3,1,1,0,3,9,11894,1987,628000
3,1,1,0,3,7,12555,1977,512000
3,2,1,0,4,7,9000,1969,254000
4,2,2,0,3,8,5790,1994,535800
3,1,1,0,4,7,16050,1960,287653
3,2,2,0,3,8,1304,2006,438000
4,1,1,0,3,7,23899,1949,450000
5,2,2,0,3,8,8050,1998,327000
4,2,2,0,3,7,6120,2005,370500
3,2,2,0,3,7,6271,1993,265000
4,2,1,0,4,8,13260,1979,450000
3,1,1,0,5,8,213444,1988,425000
3,1,1,0,4,7,8690,1977,166600
1,1,1,0,3,5,15000,1963,245000
3,1,1,0,3,7,5212,1951,565000
3,1,1,0,3,8,10150,1976,539900
3,3,2,0,3,10,3200,2010,910000
4,2,2,0,3,8,7416,1990,280000
3,2,2,0,4,7,8549,1989,275000
3,2,2,0,3,7,6590,2001,467000
3,2,2,0,3,8,4445,1996,457500
2,1,1,0,4,7,3090,1908,381156
5,2,1,0,4,8,8240,1977,289999
3,1,1,0,3,7,4160,1919,642450
3,2,1,0,3,7,8701,1962,469950
3,2,1,0,5,8,13650,1975,795000
4,2,2,0,3,10,10514,1984,785000
3,2,2,0,3,10,12095,1983,860000
0,1,3,0,3,7,4764,1990,1095000000
3,1,1,0,3,7,8498,1959,147500
3,2,1,0,3,7,11576,1978,390000
3,1,1,0,3,7,8100,1954,229000
3,1,1,0,3,6,8100,1932,185000
3,1,1,0,3,7,9570,1941,414900
4,2,1,0,2,6,4822,1914,200000
4,2,1,0,3,8,9350,1969,225000
3,1,2,0,5,7,4000,1924,720000
4,2,2,0,5,8,4000,1908,930000
5,2,1,0,3,7,17204,1952,1.27e+006
5,3,2,0,4,7,3118,1928,700000
2,1,3,0,3,7,1058,2005,466000
3,1,1,0,3,7,10640,1976,374000
3,2,2,0,4,8,10035,1994,480000
3,2,2,0,3,9,25341,1995,740000
4,1,1,0,3,8,5400,1923,1.01e+006
4,2,2,0,3,8,5000,2002,395000
2,1,1,0,3,6,6771,1954,340000
3,2,2,0,3,7,1340,2003,209000
5,2,1,0,3,7,7700,1962,431650
5,2,1,0,4,9,11470,1971,980000
3,2,2,0,3,9,28243,1993,660000
4,2,2,0,4,8,9009,1977,730000
3,1,1,0,4,7,9600,1988,291500
4,3,2,0,3,9,14486,1997,905000
4,2,1,0,3,10,50308,1993,800000
4,3,1,0,3,9,13592,2013,839900
1,1,2,0,3,8,1157,2007,200000
3,2,1,0,4,7,6698,1979,300000
3,1,1,0,5,7,6041,1942,530000
3,2,2,0,3,7,8479,1995,314950
3,1,1,0,5,7,9315,1960,255000
5,2,1,0,5,7,5720,1950,550000
3,1,1,0,4,6,4800,1917,435000
3,1,1,0,4,7,8738,1966,234000
4,2,1,0,3,8,10062,1975,615000
3,2,1,0,3,7,8384,1985,205000
4,1,1,0,4,7,7135,1955,384000
3,2,2,0,3,8,7208,1994,324000
3,1,1,0,4,7,5500,1946,645000
3,3,2,0,3,8,1777,2007,570000
3,2,2,0,3,8,5322,1999,324000
2,1,1,0,3,6,10320,1943,270000
5,1,1,0,5,7,7700,1962,290000
3,2,1,0,3,7,9220,1965,250000
3,1,2,0,3,7,16275,1990,342000
3,1,1,0,4,7,8450,1958,255000
3,2,1,0,4,9,11824,1972,800000
3,1,1,0,3,7,4049,1926,451000
4,2,1,0,3,7,10480,1967,990000
4,2,1,0,4,7,6687,1983,288400
3,1,2,0,3,8,4600,1920,420000
2,2,2,0,3,8,1140,2009,359000
4,3,1,0,3,7,262018,1988,390000
3,2,2,0,3,7,2614,2005,300000
5,2,1,0,3,7,7863,1981,545000
3,1,1,0,4,6,18616,1972,288349
3,2,1,0,3,7,35026,1985,299900
4,2,1,0,5,7,5000,1925,891000
3,2,1,0,4,9,22410,1947,1.2e+006
4,2,2,0,3,8,4650,2004,378000
2,1,1,0,4,6,7200,1951,299995
3,2,1,0,3,7,6564,1994,253000
3,2,1,0,3,7,47916,1979,350000
4,3,1,0,3,6,4300,1900,565000
2,1,1,0,4,6,5665,1908,315000
4,3,1,0,5,7,6766,1915,570000
5,3,2,0,3,9,10140,2005,971000
5,2,1,0,5,9,5589,1910,915000
4,1,1,0,4,7,23568,1950,419000
4,1,1,0,3,7,7480,1977,260000
3,3,2,0,3,9,12968,1990,13215000000
3,1,1,0,3,7,10720,1977,369950
3,2,2,0,3,10,13384,1994,10299000000
5,1,1,0,3,6,6750,1929,435000
3,1,1,0,3,8,6743,1958,601000
3,1,1,0,3,7,10650,1963,460500
3,2,3,0,3,8,1159,2000,720000
4,2,2,0,3,10,13202,1996,851000
4,3,2,0,3,7,5000,1916,550000
4,1,1,0,3,7,4560,1920,700000
3,1,1,0,4,7,14850,1963,323000
3,1,1,0,5,6,8581,1944,345500
4,1,1,0,3,7,7920,1959,378000
4,2,3,0,5,8,5000,1917,650000
3,2,1,0,3,7,7380,1982,385000
2,1,1,0,3,7,2970,1910,425000
4,2,1,0,5,6,6174,1920,210000
4,2,2,0,3,9,43101,1993,630000
3,1,1,0,3,7,7500,1953,335000
3,1,1,0,3,7,9000,1966,196500
4,2,1,0,3,8,7636,1986,582800
3,1,1,0,3,7,7207,1983,440000
4,2,2,0,4,8,8616,1974,752500
3,1,2,0,4,7,5000,1909,532500
3,1,1,0,4,7,9000,1950,265000
3,1,1,0,4,6,13737,1961,397500
3,2,2,0,3,8,3469,1999,524250
4,2,2,0,3,10,10819,1996,765000
4,2,2,0,3,9,5450,2001,648000
5,2,1,0,4,8,24759,1969,469500
3,1,1,0,4,7,7854,1975,237500
3,1,1,0,4,7,8712,1956,216000
3,1,1,0,4,7,8400,1963,427200
3,2,1,0,4,8,7800,1977,280000
5,3,1,0,4,9,9804,1968,718000
2,2,2,0,3,8,4139,2010,420000
2,1,1,0,3,7,5400,1952,379000
2,1,1,0,3,6,7683,1942,326100
3,2,3,0,3,7,1016,2003,535000
4,2,1,0,3,7,8560,1992,283000
3,1,1,0,3,6,7469,1940,260000
4,1,1,0,4,7,6388,1951,399000
3,2,2,0,3,8,5004,1987,484950
4,1,1,0,4,8,9828,1960,640000
4,2,1,0,4,8,8158,1952,585000
4,2,1,0,3,8,11583,1955,645000
3,2,1,0,3,7,7651,1988,253000
2,1,1,0,3,6,6460,1953,178500
4,2,2,0,4,7,6325,1991,291000
2,2,1,0,3,5,20917,1920,199950
2,1,1,0,3,7,2340,1922,553500
2,1,1,0,3,8,4188,1981,189950
3,2,1,0,3,8,9550,1988,289000
4,2,2,0,3,8,4590,1908,700000
3,2,1,0,3,7,8853,1967,270000
4,1,1,0,3,7,8320,1977,258000
3,2,2,0,3,8,7214,2005,530000
3,2,2,0,3,7,3677,2012,245000
3,2,1,0,4,7,5000,1917,563000
3,2,2,0,3,8,4203,2001,515000
4,2,2,0,3,9,7091,1987,325000
3,2,2,0,3,8,217800,1996,540000
2,1,1,0,4,6,5000,1949,280300
4,1,1,0,5,7,5500,1926,460000
3,1,1,0,4,7,8970,1981,475000
4,2,1,0,4,9,44431,1957,900000
4,3,1,0,4,8,7260,1964,538200
2,1,1,0,3,7,3600,1922,429000
3,1,1,0,3,7,5411,1980,164808
4,2,2,0,3,7,7700,1977,520000
3,1,1,0,3,8,8432,1977,475000
4,1,1,0,5,6,47045,1942,283000
4,2,2,0,3,8,6228,2000,321500
4,2,2,0,4,10,21810,1993,840000
3,2,2,0,4,7,6000,1992,287000
3,1,1,0,3,7,8106,1962,375000
3,1,1,0,4,7,7128,1969,349500
3,1,1,0,5,7,7749,1960,446450
4,2,2,0,4,7,9643,1992,315000
2,1,1,0,2,6,5340,1906,271310
4,1,1,0,4,7,8400,1953,315000
3,1,1,0,4,7,6930,1990,245000
2,1,1,0,3,8,5484,1947,543115
4,2,1,0,3,7,8190,1945,900000
4,4,2,0,4,10,6552,2008,2.45e+006
2,2,1,0,3,8,6045,2003,554000
3,1,1,0,5,6,12522,1950,249900
3,2,2,0,4,9,54160,1981,768000
4,3,1,0,3,10,5854,1967,980000
5,2,1,0,3,7,9600,1962,395000
3,1,2,0,3,7,2200,1995,415000
4,2,2,0,3,8,6921,2003,380000
3,2,2,0,3,8,5259,1999,566000
2,1,1,0,4,7,8961,1949,218500
4,2,1,0,4,7,10500,1976,550000
3,1,1,0,3,7,3000,1920,512031
2,1,1,0,3,6,8860,1950,197500
3,2,1,0,3,7,8784,1977,470000
3,1,1,0,3,7,242629,1981,590000
4,2,1,0,4,8,8862,1977,465000
2,1,1,0,4,7,114562,1968,499000
3,2,1,0,3,8,11500,1972,515000
3,1,1,0,3,9,5000,1936,716500
3,2,1,0,3,6,4250,1944,410000
4,3,2,0,3,8,6500,1994,850000
4,3,2,0,3,10,35021,1983,1.05e+006
4,2,2,0,3,10,13435,1992,648000
4,2,1,0,4,7,5350,1929,620000
4,4,2,0,3,11,84267,2008,935000
3,1,1,0,4,7,10320,1963,379000
3,1,1,0,3,7,5375,1952,699000
4,2,1,0,3,8,8005,1960,528000
3,1,1,0,4,8,9452,1974,425000
2,1,1,0,4,7,8645,1963,249500
5,3,2,0,3,9,6642,2014,103548000000
4,2,1,0,4,9,11900,1961,790000
3,1,1,0,3,7,18050,1969,399950
3,1,1,0,3,7,9000,1953,275000
3,1,1,0,3,8,2500,1912,550000
1,1,1,0,4,4,6890,1926,140000
3,1,1,0,3,7,6250,1954,250000
3,2,2,0,3,7,8909,1988,318000
2,1,1,0,3,7,57000,1962,505000
5,2,1,0,3,8,9248,1966,470500
3,1,1,0,3,7,9206,1954,360000
4,2,1,0,4,9,8500,1962,12425000000
3,2,1,0,4,9,16080,1964,986000
2,1,1,0,3,7,4228,1906,515000
3,1,1,0,4,8,41900,1939,320000
4,3,1,0,5,7,7426,1951,310000
2,1,1,0,4,7,5000,1942,356700
4,1,1,0,3,7,5595,1956,775000
3,1,1,0,3,6,7541,1951,325000
4,2,1,0,3,7,8677,1962,208000
2,1,1,1,4,6,12775,1908,825000
3,2,1,0,3,9,11254,1990,515000
3,1,1,0,4,8,3400,1929,490000
4,3,1,0,3,8,28300,1954,675000
4,2,1,0,5,7,4080,1962,360000
4,2,1,0,5,7,4080,1962,550000
3,1,1,0,3,7,9000,1962,225000
3,2,1,0,4,8,9360,1967,500000
4,2,1,0,4,8,11700,1969,385000
5,2,2,0,3,10,12611,1994,837700
3,2,2,0,3,7,3056,2003,448000
5,1,1,0,4,7,21357,1952,730000
4,1,1,0,3,8,7140,1954,575000
3,1,1,0,4,7,7300,1976,430000
3,2,2,0,3,7,3987,2002,435000
3,1,1,0,4,6,9611,1973,241000
2,1,1,0,4,6,1760,1924,453500
2,1,3,0,3,7,1380,2001,285000
2,1,1,0,4,5,4222,1942,151000
5,4,2,0,3,11,14731,2004,1.57e+006
5,2,2,0,3,7,2400,1905,631000
2,2,2,0,3,7,1073,2011,285000
3,1,1,0,4,6,8378,1959,195000
4,2,2,0,4,9,35679,1987,817500
3,2,1,0,4,7,12825,1960,550000
4,2,2,0,4,9,8281,1995,1127000000
2,2,3,0,3,9,1369,2002,609850
3,1,1,0,3,6,4380,1947,200000
4,2,2,0,3,9,6219,2006,367000
3,2,2,0,3,8,8375,1988,285167
2,1,1,0,4,7,32175,1947,275000
4,2,2,0,3,9,12843,1992,350900
4,3,2,0,5,8,9273,1988,660000
3,1,1,0,4,7,8835,1957,525000
4,2,2,0,3,7,7800,1997,262000
2,1,1,0,4,7,4560,1907,690000
5,3,2,0,3,9,14648,2005,624000
3,1,1,0,4,6,7740,1947,353000
4,3,2,0,3,8,10400,2002,552500
4,1,1,0,4,7,8355,1983,224500
3,1,1,0,3,6,8571,1950,239000
5,4,2,0,3,10,12250,2004,975000
4,1,2,0,3,11,13470,2006,1.2e+006
3,1,1,0,3,7,4000,1910,505000
4,1,1,0,4,7,7865,1963,302000
3,1,1,0,3,6,5670,1944,170000
2,1,1,0,4,5,27007,1910,195000
5,1,1,0,4,7,6300,1959,272000
5,1,1,0,4,7,6300,1959,369000
3,1,1,0,3,7,6332,1953,332500
3,2,1,0,4,8,8250,1963,515000
3,1,1,0,3,7,4250,1967,269000
4,4,1,0,4,11,17832,1994,1278000000
3,2,2,0,3,7,4100,1985,303000
7,3,1,0,3,8,8624,1977,420000
3,1,1,0,3,7,4100,1941,400000
3,1,1,0,5,6,8437,1987,225000
2,2,2,0,3,6,2550,2004,219000
3,2,2,0,3,9,9487,1989,605000
4,2,1,0,5,8,6867,1942,625000
5,2,1,0,3,5,3240,1906,380000
4,2,1,0,4,7,7700,1962,620000
4,2,2,0,3,10,10970,1994,687500
4,2,1,0,5,6,7950,1962,225500
3,2,1,0,5,7,6000,1956,252500
3,2,2,0,3,8,3658,1994,510000
4,2,2,0,3,8,5203,2003,510000
3,2,1,0,5,7,4000,1906,725000
1,1,1,0,3,3,43377,1966,75000
2,1,1,0,3,7,2970,1927,492000
4,2,1,0,4,7,14196,1977,425000
4,2,1,1,4,8,7898,1963,1955000000
3,2,2,0,3,8,6162,1994,298900
4,2,2,0,4,10,40319,1987,699000
2,1,1,0,4,6,3000,1918,310000
3,1,1,0,3,7,8580,1961,350000
4,1,1,1,3,7,10061,1961,790000
4,2,2,0,3,8,5000,2003,305000
3,2,2,0,3,7,2865,2003,315000
5,3,2,0,5,7,6600,1977,267500
4,3,2,0,3,10,7749,1950,1.75e+006
6,3,2,0,3,8,8620,1987,435000
6,4,1,0,4,8,7500,1966,482500
5,5,2,1,3,12,45517,1999,51108000000
3,1,1,0,4,7,8400,1959,439995
3,3,1,0,3,7,7500,1967,460000
3,1,1,0,4,7,6440,1971,194000
2,1,1,1,4,5,8313,1943,290000
4,2,1,0,5,7,9600,1963,274700
4,2,2,0,5,8,3672,1910,900000
4,4,2,0,3,11,103382,2001,1.15e+006
3,2,2,0,3,9,3667,2008,605000
3,2,2,0,3,7,3850,2004,359000
3,1,1,0,3,7,9900,1951,850000
3,2,2,0,3,8,2500,2002,505000
3,2,2,0,3,9,7394,1990,565000
2,1,1,0,4,7,7110,1955,585000
4,3,2,0,3,7,7500,1990,328000
4,2,1,0,3,9,18700,1957,749950
4,2,2,0,3,9,7140,2006,826000
3,1,1,0,4,7,40259,1977,535000
4,2,2,0,4,10,101930,1991,925000
3,3,2,0,3,10,6000,2001,875000
4,2,1,0,5,9,9200,1976,902000
3,1,1,0,3,7,13900,1951,423000
3,1,1,0,4,6,11100,1968,235000
2,2,1,0,4,8,14057,1980,545000
2,1,1,0,3,7,7560,1961,343000
3,2,2,0,3,8,2930,2002,334950
3,1,1,0,3,7,5355,1956,405000
4,1,1,0,3,7,8250,1959,220000
2,1,1,0,3,6,8100,1947,173000
3,1,1,0,3,7,3600,1906,655000
2,1,1,0,3,6,3000,1924,406000
6,2,1,0,3,7,8320,1961,632000
5,2,1,0,3,7,4000,1990,357000
3,1,1,0,3,7,17585,1964,361000
2,1,1,0,3,6,8149,1948,277000
4,3,1,0,4,10,40202,1980,630000
3,2,2,0,3,8,4597,2003,254000
3,2,1,0,3,8,8400,1961,472800
3,1,1,0,3,6,3800,1913,263000
3,1,1,0,3,6,3800,1913,510000
3,1,1,0,4,7,10125,1952,179950
4,2,1,0,3,8,7307,1973,525000
3,2,3,0,3,8,889,2008,479000
3,2,1,0,5,7,6440,1940,651000
4,1,1,0,4,8,7834,1958,949000
5,2,1,0,3,7,27951,1942,392400
4,1,1,0,4,7,5356,1950,585000
4,2,2,0,3,7,7504,2004,460000
3,1,1,0,3,7,4400,1951,470000
3,2,2,0,3,7,4271,2003,245000
4,2,2,0,4,8,27631,1978,500000
3,2,2,0,3,8,8653,1989,455000
4,2,2,0,3,7,3974,1999,485500
5,3,2,0,3,9,7920,1921,1875000000
2,1,1,0,3,7,17334,1978,100000
3,1,1,0,3,7,16105,1982,307000
4,3,2,0,3,10,14401,1994,475000
4,2,1,0,3,7,7210,1972,330000
3,1,1,0,4,7,7520,1960,130000
3,2,2,0,3,8,7417,1998,320000
4,2,2,0,3,9,6180,2013,735000
4,2,1,0,3,7,9600,1972,365000
3,1,1,0,4,7,11935,1968,234000
4,2,1,0,3,7,8288,1970,211000
6,3,2,0,3,8,6320,1969,680000
4,3,2,0,3,8,7845,2002,457000
3,2,2,0,3,7,7261,1989,349000
3,2,1,0,3,7,6840,1979,360000
4,2,2,0,3,8,10155,1998,350000
3,1,1,0,5,6,7420,1960,208000
2,1,1,0,4,6,11234,1942,250275
2,1,1,0,4,6,11234,1942,435000
3,1,1,0,3,6,7763,1984,270000
3,1,1,0,4,7,12940,1961,438000
4,2,2,0,3,8,23625,1938,659000
4,2,1,0,4,7,6350,1974,645000
4,2,2,0,3,9,5423,1999,685100
7,3,1,0,3,7,9569,1963,350000
2,1,1,0,3,6,81892,1955,375000
3,1,1,0,2,7,81549,1966,170000
4,2,3,0,3,9,3841,2005,880000
4,2,2,0,3,8,5000,2008,410500
4,2,2,0,3,10,13609,1996,780000
5,4,2,0,3,10,4426,2001,1225000000
2,1,1,0,3,8,6852,2005,449000
3,1,1,0,4,7,5000,1921,546000
3,2,1,0,5,7,11410,1977,317000
3,1,1,0,4,7,7566,1958,276900
5,2,1,0,3,8,7030,1965,399000
5,2,1,0,4,8,10165,1976,495000
3,1,1,0,4,8,9000,1978,258000
2,2,1,0,4,7,102366,1912,600000
3,2,3,0,3,8,881,1999,265000
5,2,1,0,4,7,7000,1978,321000
5,2,1,0,4,7,4000,1910,682000
4,2,2,0,3,8,5805,2000,295700
4,2,2,0,3,9,37981,1985,609000
3,4,2,1,3,9,47044,1968,995000
3,2,2,0,4,8,11817,1986,530000
5,2,2,0,5,8,5150,1907,614000
3,2,1,0,3,8,21780,1986,390000
3,2,2,0,3,7,6642,2004,467000
6,2,1,0,3,8,13501,1980,484000
3,2,3,0,3,8,1115,2003,340000
3,2,2,0,3,8,7201,1994,302495
3,1,1,0,5,7,3360,1927,532500
3,2,2,0,3,8,9592,1993,441500
4,2,1,0,4,7,8062,1967,470000
4,3,2,0,3,9,8570,2004,2.3e+006
3,2,1,0,3,9,99752,1996,590000
3,1,1,0,3,8,12000,1942,320000
2,2,2,0,3,8,1201,2009,363000
4,2,2,0,4,9,18600,1977,747500
2,2,2,0,3,8,7957,2003,750000
4,3,2,0,4,9,4000,1982,831000
3,2,2,0,3,7,4125,2004,403000
3,2,2,0,3,7,4565,2005,445000
3,1,1,0,4,7,17380,1970,345000
3,3,1,0,3,10,14872,2003,2.26e+006
3,2,1,0,3,7,8925,1977,371025
2,1,1,0,3,6,6250,1916,355000
3,1,1,0,4,7,14110,1972,270000
4,2,2,0,4,7,15349,1957,425000
3,1,1,0,3,8,7875,1967,364808
3,2,1,0,3,8,6561,1981,320000
4,2,2,0,3,9,5797,2006,325000
3,2,2,0,3,8,10290,1984,350000
3,1,1,0,3,6,10176,1947,170000
2,1,1,0,4,6,28717,1984,255000
3,1,1,0,3,7,7500,1947,550000
4,4,2,0,3,12,25714,2005,835000
3,1,1,0,4,6,5120,1946,420000
4,2,2,0,5,8,7350,1958,925000
2,1,1,0,3,7,4080,1956,389250
3,2,1,0,3,8,10183,2004,748000
3,1,1,0,3,7,9600,1988,284000
4,2,1,0,3,7,5000,1950,588000
3,1,1,0,4,7,8648,1963,372500
4,3,2,0,4,7,7194,1988,285000
3,1,1,0,3,7,9467,1954,360000
3,1,1,0,4,7,17859,1930,275000
2,2,1,0,3,8,4225,2003,428000
6,2,2,0,3,8,17864,1969,847000
3,1,1,0,4,6,7838,1977,316000
3,2,2,0,3,8,7205,2000,375000
3,1,1,0,3,7,4080,1967,533000
5,2,2,0,3,11,16905,1991,556000
4,2,1,0,3,7,14120,1966,225000
4,2,1,0,4,8,9530,1978,537250
3,1,1,0,4,7,13650,1967,255000
4,2,2,0,3,7,4836,2006,530000
